slope,aspect,slope_shape,lithology_grade,fault_distance_km,lineament_density,geomorphology_unit,lulc_class,twi,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_max_mm_h,soil_saturation_pct,pore_water_pressure_kpa,sar_coherence_loss,sar_backscatter_diff_db,ndvi_vegetation_loss,osm_road_distance_m,osm_settlement_distance_m,geotechnical_fs,landslide_occurrence,risk_severity
44.36,180.95,0.988,5,0.633,1.686,2,1,9.41,68.29,249.84,13.74,100.0,44.97,0.765,3.92,0.108,115.5,15.7,0.183,1,CRITICAL
8.95,236.21,0.378,3,0.712,2.659,3,1,6.62,35.09,140.8,5.49,91.98,23.31,0.369,-6.44,0.088,118.3,55.3,4.211,0,LOW
21.74,149.57,0.403,1,0.148,2.765,2,2,8.98,16.08,67.33,3.2,72.71,8.81,0.365,-2.41,0.12,749.9,574.7,2.312,0,LOW
19.21,227.17,-0.511,2,4.783,2.498,3,2,11.28,49.21,133.32,4.32,97.96,29.41,0.431,-1.96,0.079,553.7,75.5,1.583,0,LOW
30.92,138.91,-0.248,3,13.863,0.941,3,2,9.33,1.58,50.96,0.23,68.11,6.44,0.411,-4.06,0.066,293.0,155.7,1.606,0,LOW
32.13,122.28,0.026,4,5.274,2.175,2,2,4.86,87.83,282.84,9.22,100.0,50.91,0.837,-1.58,0.064,47.8,518.8,0.221,1,CRITICAL
61.3,228.41,-0.35,4,6.897,3.726,1,2,4.96,48.02,126.85,9.47,84.52,25.06,0.895,-3.7,0.065,22.4,458.2,0.267,1,CRITICAL
25.38,212.78,0.56,4,0.05,3.661,2,1,7.09,190.57,375.0,41.16,100.0,67.5,0.98,-2.95,0.071,123.1,1022.8,0.257,1,CRITICAL
13.6,105.67,0.494,1,0.439,3.178,2,0,8.47,7.05,39.56,1.48,62.91,4.48,0.338,-0.34,0.224,237.0,183.0,4.1,0,LOW
15.84,53.77,-0.187,5,2.866,2.959,2,0,10.15,85.66,285.47,12.89,100.0,61.66,0.561,-9.17,0.091,361.5,205.8,0.513,1,CRITICAL
16.8,132.69,0.624,2,13.338,0.728,2,0,5.77,23.27,62.04,3.53,65.24,7.29,0.427,-5.54,0.05,6.8,45.1,3.079,0,LOW
15.1,149.47,-0.001,4,3.783,1.984,2,1,6.43,30.36,67.09,6.29,68.05,8.22,0.353,0.31,0.079,60.7,150.0,2.03,0,LOW
50.06,226.33,0.906,1,1.64,0.555,2,1,6.95,27.85,121.26,5.04,86.31,18.84,0.612,-0.75,0.494,161.6,840.7,0.607,0,HIGH
31.33,329.23,0.051,1,0.553,3.451,1,0,6.9,28.81,110.17,2.61,82.68,16.4,0.459,-4.34,0.157,124.8,67.2,1.286,0,MODERATE
7.42,13.03,0.202,1,0.581,1.293,0,2,10.79,36.63,166.21,3.59,100.0,29.92,0.368,-3.61,0.106,171.6,208.7,4.133,0,LOW
28.7,87.72,0.49,3,1.577,3.244,3,2,7.27,1.38,44.41,0.29,62.3,4.98,0.377,-1.45,0.061,111.0,834.0,1.803,0,LOW
11.45,69.74,0.447,4,4.379,3.44,3,0,7.84,121.92,347.87,16.0,100.0,62.62,0.778,-8.7,0.099,248.2,112.0,0.611,1,CRITICAL
31.96,180.83,0.179,1,0.113,3.759,2,2,9.51,138.8,449.09,14.74,100.0,80.84,0.98,1.7,0.132,562.8,76.9,0.569,1,CRITICAL
38.99,154.69,-0.049,2,6.691,3.191,1,2,11.0,2.62,35.58,0.48,66.19,4.24,0.563,-3.7,0.251,23.9,3.1,1.351,0,LOW
19.41,262.45,0.18,5,9.939,2.415,0,0,7.42,97.25,243.85,19.76,100.0,43.89,0.708,-3.07,0.104,97.1,1125.4,0.738,1,CRITICAL
15.73,87.27,-0.286,1,7.688,2.553,0,3,10.27,4.88,65.66,0.53,74.5,9.39,0.231,2.88,0.264,86.7,918.1,3.178,0,LOW
46.0,214.02,0.053,2,8.548,1.414,0,0,11.52,107.2,197.42,12.35,100.0,35.54,0.98,-3.8,0.117,220.0,94.0,0.46,1,CRITICAL
14.55,318.19,-0.388,3,0.054,0.826,1,2,7.26,61.7,236.67,12.71,100.0,50.0,0.446,-1.63,0.291,623.7,696.8,1.245,0,MODERATE
13.65,327.84,-0.623,4,13.326,0.636,0,3,6.26,23.78,72.15,1.95,69.36,11.86,0.34,-4.07,0.233,480.0,1629.9,2.135,0,LOW
12.31,345.16,0.018,2,1.597,0.846,1,2,12.31,61.85,194.96,12.81,100.0,35.09,0.387,-3.81,0.208,652.0,163.9,2.221,0,MODERATE
21.15,278.37,0.442,5,7.121,3.929,2,2,9.97,45.92,89.21,3.93,81.49,13.09,0.43,-4.43,0.095,66.9,496.6,1.289,1,HIGH
25.33,326.16,0.324,3,0.724,0.774,3,3,7.53,65.65,214.87,6.13,100.0,38.68,0.571,0.69,0.308,117.9,103.5,0.888,0,HIGH
36.25,84.43,-0.029,3,2.07,3.067,1,0,8.93,41.93,161.27,8.42,100.0,29.03,0.556,-3.71,0.103,90.2,398.2,0.695,0,HIGH
29.4,71.13,0.611,1,0.158,0.857,2,0,5.2,96.35,240.03,11.06,100.0,43.21,0.755,-4.98,0.115,221.1,178.6,0.597,1,CRITICAL
29.15,2.34,-0.199,4,0.143,4.099,3,2,9.94,3.01,50.57,0.34,69.08,6.65,0.358,-3.41,0.082,311.4,430.7,1.029,1,HIGH
42.1,254.46,-0.671,2,10.043,1.603,3,3,3.54,27.43,113.09,5.44,77.56,19.08,0.644,-0.79,0.243,150.3,496.2,0.833,1,CRITICAL
11.96,337.49,-0.764,4,5.824,1.79,1,2,9.86,53.26,137.9,8.3,96.87,30.44,0.564,-0.81,0.11,103.0,569.6,1.695,0,LOW
8.6,67.3,-0.413,2,2.641,1.758,1,3,5.91,57.68,145.41,7.45,92.17,31.05,0.406,-7.35,0.274,279.9,1050.7,3.693,0,LOW
30.16,229.3,0.286,3,2.609,3.447,1,0,3.86,12.08,50.48,2.17,58.11,5.28,0.438,-1.27,0.087,193.2,52.2,1.722,0,LOW
20.6,268.73,-0.222,5,4.835,0.995,0,2,3.1,5.03,85.48,0.97,67.93,11.06,0.35,-0.55,0.194,494.0,144.9,1.399,1,HIGH
36.32,333.94,0.161,4,1.463,3.507,2,3,6.45,1.38,77.54,0.28,71.43,9.97,0.404,2.29,0.302,15.5,83.9,0.749,0,HIGH
21.69,232.87,0.576,2,5.022,2.794,1,1,9.06,34.63,100.43,3.35,83.45,15.09,0.482,-4.95,0.098,373.0,257.9,1.977,0,LOW
15.42,349.31,-0.385,4,2.323,1.003,2,3,4.44,26.07,129.36,4.21,84.39,22.78,0.377,-4.52,0.306,330.4,254.0,1.536,0,LOW
30.4,124.08,0.167,4,3.556,0.368,1,0,4.78,54.53,155.75,9.54,93.45,26.2,0.639,-0.69,0.051,564.2,183.5,0.623,1,CRITICAL
23.19,125.97,0.189,1,11.716,3.277,2,3,6.41,38.8,111.7,3.74,82.29,16.54,0.443,-2.13,0.272,521.9,1977.2,1.806,0,LOW
21.7,195.48,-0.301,3,2.231,0.998,1,3,9.28,32.56,138.58,5.39,96.04,27.87,0.337,1.6,0.26,45.6,644.0,1.474,0,LOW
67.21,138.06,0.474,2,1.897,3.745,2,0,9.55,120.48,194.64,10.18,100.0,35.03,0.98,-0.86,0.108,287.1,43.3,0.644,1,CRITICAL
40.43,0.51,-0.101,3,8.266,0.632,2,1,7.81,63.15,120.05,8.07,87.47,26.48,0.701,-1.76,0.124,259.5,231.5,0.672,1,CRITICAL
32.44,263.44,-0.134,4,8.151,2.627,2,1,9.66,67.52,232.65,7.03,100.0,49.98,0.683,-2.72,0.18,331.9,888.0,0.219,1,CRITICAL
23.59,270.62,0.739,2,17.087,2.938,0,0,9.01,31.26,92.22,4.96,80.73,13.4,0.493,-2.22,0.054,1113.8,82.0,1.877,0,LOW
22.49,268.91,0.183,1,2.801,2.797,1,0,6.58,97.49,167.44,10.41,100.0,30.14,0.839,-3.22,0.063,32.4,280.8,1.223,0,MODERATE
18.6,124.21,0.324,2,1.477,1.396,1,0,9.5,10.72,42.82,2.04,65.8,5.07,0.31,-1.26,0.051,277.8,667.8,2.862,0,LOW
24.89,188.02,0.474,5,0.962,3.69,2,1,4.67,33.42,114.0,3.24,79.9,16.39,0.407,1.69,0.072,254.4,40.4,1.024,1,HIGH
16.62,129.59,-0.228,4,0.121,3.256,0,1,8.57,3.14,64.25,0.58,70.99,8.59,0.229,-6.36,0.354,5.0,765.3,1.818,0,LOW
10.41,5.77,0.437,1,4.541,2.192,2,3,4.93,7.97,35.2,0.75,55.15,3.49,0.185,-2.41,0.237,301.0,52.8,5.541,0,LOW
21.55,202.48,-0.176,3,0.931,2.574,0,1,7.81,5.53,53.64,0.78,66.23,7.06,0.306,-0.8,0.119,192.5,280.2,2.337,0,LOW
25.99,44.55,-0.191,2,3.266,2.422,1,2,10.18,37.86,87.46,6.73,81.31,17.34,0.474,-3.46,0.419,415.2,1415.6,1.561,0,LOW
36.37,28.81,-0.095,4,8.694,3.981,2,0,7.97,77.68,210.09,7.97,100.0,37.82,0.824,-3.47,0.129,394.1,320.2,0.291,1,CRITICAL
13.7,271.98,-0.218,3,10.5,3.775,1,2,7.47,24.37,79.13,4.52,73.77,13.43,0.289,-2.79,0.065,12.5,1040.3,3.344,0,LOW
22.59,3.42,0.288,5,0.05,1.066,1,3,8.0,1.75,25.42,0.37,57.53,2.63,0.399,2.02,0.331,424.5,1126.9,1.441,0,LOW
29.28,345.24,0.094,2,1.335,1.177,2,1,8.96,79.84,141.04,10.56,96.26,24.44,0.66,-3.85,0.114,637.0,252.4,1.083,0,MODERATE
28.93,185.49,-0.172,3,6.357,4.124,2,1,12.19,15.11,90.95,1.21,86.05,15.9,0.422,-3.3,0.48,279.9,1224.7,1.392,0,LOW
48.76,353.89,0.236,4,2.691,1.07,1,2,8.94,83.37,211.9,12.23,100.0,38.14,0.826,-0.92,0.163,569.6,42.3,0.2,1,CRITICAL
18.8,20.88,-0.096,4,5.767,4.009,1,1,6.39,0.48,60.69,0.1,65.93,7.2,0.305,-2.55,0.471,65.3,191.4,1.644,0,LOW
13.01,210.07,-0.115,3,6.718,2.764,2,1,7.04,24.34,79.86,4.21,73.23,13.45,0.328,-2.11,0.227,647.6,971.4,3.529,0,LOW
23.41,125.76,0.017,4,2.046,0.305,3,0,5.52,63.1,213.57,11.26,100.0,38.44,0.613,-5.23,0.066,769.2,341.1,0.629,1,CRITICAL
19.36,303.65,0.162,2,1.556,1.476,1,1,4.77,133.19,280.47,25.43,100.0,50.48,0.876,-4.88,0.16,93.9,566.6,0.735,1,CRITICAL
17.47,130.04,0.136,3,2.127,2.052,2,2,2.5,91.19,252.71,18.89,100.0,45.49,0.75,-3.11,0.105,118.6,19.6,1.166,1,HIGH
16.15,93.78,-0.127,5,3.702,3.516,3,3,6.48,38.81,95.14,3.78,77.12,17.86,0.455,-5.14,0.211,347.5,492.4,1.618,1,HIGH
26.05,308.72,0.296,5,1.601,1.447,2,2,4.41,82.4,219.33,13.4,100.0,39.48,0.693,-3.1,0.117,114.7,853.3,0.556,1,CRITICAL
14.87,134.88,-0.078,4,5.221,1.373,1,0,7.71,50.13,153.43,10.25,97.98,27.06,0.469,-0.92,0.058,1275.8,512.4,1.431,0,LOW
32.43,6.06,-0.229,3,8.202,3.873,2,0,6.38,109.12,206.93,20.58,100.0,50.34,0.861,-8.36,0.165,95.2,1377.0,0.462,0,HIGH
31.63,140.5,-0.514,4,1.161,0.424,0,3,5.11,96.12,234.18,11.04,100.0,53.69,0.785,-4.75,0.236,8.2,533.4,0.223,1,CRITICAL
27.31,235.63,0.344,1,11.732,2.361,1,3,2.87,242.03,465.07,49.0,100.0,83.71,0.98,0.34,0.332,476.5,170.9,0.627,1,CRITICAL
11.94,91.57,0.004,1,3.412,2.167,1,0,6.73,7.21,76.44,0.87,71.58,9.85,0.218,-1.86,0.142,12.4,132.0,4.209,0,LOW
25.42,155.52,0.074,4,7.368,0.335,1,3,3.64,27.08,94.73,3.72,71.87,12.26,0.439,1.11,0.369,1024.7,446.7,1.089,0,MODERATE
37.62,20.42,0.366,2,0.384,0.46,0,3,9.05,13.89,57.52,1.47,69.7,7.22,0.468,-1.55,0.216,256.5,45.4,1.31,0,MODERATE
33.65,211.71,-0.167,5,1.014,1.666,2,1,8.06,64.76,201.17,13.21,100.0,43.98,0.65,-3.32,0.133,162.0,218.7,0.292,1,CRITICAL
31.22,272.27,-0.481,3,1.355,0.65,3,2,7.0,70.9,166.8,6.6,100.0,38.53,0.742,-0.28,0.21,369.3,257.1,0.638,1,CRITICAL
22.41,148.79,0.024,3,1.263,2.06,1,2,10.69,14.81,79.38,3.25,79.65,11.38,0.408,1.5,0.071,352.3,414.4,2.034,0,LOW
21.87,151.28,0.108,4,0.66,2.596,0,1,7.52,35.58,132.62,4.48,90.98,21.72,0.499,-4.14,0.172,137.7,119.3,1.048,0,HIGH
40.77,31.78,-0.092,4,7.093,2.935,2,0,8.35,59.91,181.41,10.75,100.0,32.65,0.761,-5.14,0.077,67.4,1181.5,0.28,1,CRITICAL
25.83,72.7,0.516,3,1.898,2.341,2,1,9.01,69.92,206.88,6.85,100.0,37.24,0.531,-6.02,0.185,521.9,1282.2,0.904,1,HIGH
26.0,55.68,-0.87,2,11.551,1.657,2,3,6.36,7.04,41.72,1.04,59.8,5.34,0.293,-3.54,0.258,714.2,409.5,2.051,0,LOW
68.0,173.41,0.392,4,3.065,0.632,2,2,6.38,165.05,433.94,14.13,100.0,78.11,0.98,-1.66,0.138,1475.8,501.8,0.286,1,CRITICAL
18.57,190.53,0.277,2,0.521,1.115,3,1,7.59,2.25,47.34,0.46,63.81,5.44,0.171,-1.17,0.087,126.4,165.1,2.864,0,LOW
4.99,341.62,0.16,2,2.763,1.82,0,1,4.54,234.64,406.07,33.44,100.0,73.09,0.98,-2.93,0.19,240.9,133.4,2.652,0,MODERATE
20.11,26.36,-1.0,4,17.65,3.889,0,1,11.43,24.72,135.45,4.55,98.91,27.08,0.469,-4.28,0.061,1110.5,141.4,1.017,0,HIGH
20.77,215.95,0.449,1,2.915,0.931,1,1,7.85,24.72,97.46,5.07,80.32,14.09,0.39,-4.2,0.067,148.9,234.6,2.152,0,LOW
25.62,189.54,-0.359,5,0.05,1.795,2,2,7.06,38.39,124.63,3.44,87.58,24.25,0.521,-2.95,0.058,437.6,1191.0,0.845,0,HIGH
28.79,185.84,-0.178,4,9.465,3.102,3,1,12.09,77.17,242.47,11.7,100.0,52.91,0.698,-2.0,0.289,786.6,166.1,0.235,1,CRITICAL
5.67,314.34,-0.06,5,0.937,2.991,3,0,5.08,11.3,54.87,1.2,61.7,6.09,0.26,-1.78,0.1,57.4,153.1,5.623,0,LOW
29.1,73.99,0.143,2,4.083,4.059,3,0,10.88,19.13,71.74,1.72,77.54,10.01,0.442,0.16,0.102,361.0,177.4,1.604,0,LOW
21.46,14.68,0.224,5,2.533,0.883,1,2,9.29,211.83,509.17,35.39,100.0,91.65,0.98,-4.4,0.079,339.9,120.3,0.269,1,CRITICAL
19.05,242.02,0.312,1,1.378,0.168,2,2,9.96,136.13,314.96,13.06,100.0,56.69,0.961,-2.7,0.101,137.9,585.7,0.828,1,CRITICAL
7.64,124.26,0.286,1,1.163,1.422,1,1,7.11,15.52,71.67,2.31,70.74,9.13,0.23,0.2,0.071,1109.7,232.4,6.698,0,LOW
45.12,6.33,0.089,1,9.246,0.714,3,2,7.62,55.31,193.25,5.95,100.0,34.78,0.747,0.43,0.292,564.5,284.0,0.511,1,CRITICAL
17.34,90.49,0.146,3,8.504,2.349,1,2,6.74,14.8,34.08,1.59,58.05,3.56,0.347,-7.65,0.074,1445.5,565.3,3.116,0,LOW
31.44,111.36,-0.382,1,2.519,3.785,0,1,9.69,51.91,146.44,7.95,99.31,32.4,0.799,-2.27,0.258,223.6,472.9,0.699,1,CRITICAL
13.58,222.06,-0.263,3,1.047,2.922,3,3,8.36,29.6,88.66,4.67,78.42,16.07,0.446,0.31,0.254,70.3,233.3,3.205,0,LOW
26.22,62.13,0.313,2,0.378,0.657,2,0,6.27,29.26,113.12,2.35,82.49,16.8,0.464,4.52,0.096,91.7,10.6,1.557,0,LOW
19.22,148.7,0.293,2,0.596,0.576,3,3,6.37,65.52,199.37,9.84,100.0,35.89,0.534,-2.76,0.33,439.0,1004.0,1.31,0,MODERATE
30.94,173.69,0.253,4,2.585,3.837,0,0,7.47,18.86,90.28,3.28,77.33,12.57,0.329,-7.07,0.105,125.7,54.7,0.853,0,HIGH
18.86,165.33,-0.18,2,1.288,2.099,3,1,6.77,33.67,126.56,5.89,87.68,24.02,0.483,1.69,0.075,67.8,832.0,1.905,0,LOW
13.21,350.62,0.319,4,0.15,3.887,2,1,10.67,168.59,254.51,33.55,100.0,45.81,0.98,-7.62,0.096,713.9,621.6,1.031,0,HIGH
21.99,16.38,-0.406,3,2.125,3.118,2,1,9.28,91.52,193.0,18.79,100.0,45.72,0.702,-1.88,0.096,116.8,808.6,0.849,1,CRITICAL
21.4,342.35,0.377,5,4.799,4.173,2,3,9.27,31.42,155.07,5.25,100.0,27.91,0.424,-0.48,0.228,23.8,1010.5,0.95,1,HIGH
25.31,209.5,-0.091,3,7.78,3.672,2,0,8.01,17.01,68.6,2.51,71.38,8.81,0.398,-1.22,0.094,234.1,21.3,1.9,0,LOW
35.78,286.46,0.589,5,3.081,1.798,1,2,5.68,69.93,175.54,7.59,100.0,31.6,0.766,-7.93,0.06,223.7,259.1,0.416,1,CRITICAL
11.49,154.94,-0.533,3,4.497,3.209,0,2,9.03,107.16,335.2,10.47,100.0,73.19,0.81,-4.25,0.275,153.6,26.8,1.071,1,HIGH
34.85,163.38,0.617,5,1.584,2.032,2,0,2.88,128.15,359.98,21.18,100.0,64.8,0.954,-7.69,0.132,165.6,171.7,0.196,1,CRITICAL
10.43,316.56,-0.127,1,2.4,1.056,2,3,7.88,54.0,113.68,11.48,85.57,23.99,0.487,-1.15,0.217,69.5,68.3,3.553,0,LOW
30.33,322.54,-0.133,4,4.578,1.088,0,1,5.71,47.28,155.87,5.62,95.16,32.37,0.59,-4.36,0.175,98.2,388.8,0.523,1,CRITICAL
30.82,85.93,0.068,4,4.552,1.729,1,3,5.54,82.66,191.98,7.76,100.0,34.56,0.734,-8.16,0.225,186.7,430.6,0.466,1,CRITICAL
16.83,71.73,-0.244,1,1.934,0.557,2,2,6.48,12.56,48.14,1.75,62.07,6.89,0.338,0.33,0.123,1002.4,378.3,3.194,0,LOW
13.99,178.64,-0.025,3,2.746,0.829,1,2,7.32,124.25,350.88,9.95,100.0,63.16,0.828,-6.85,0.247,1097.1,113.9,0.891,1,HIGH
13.56,324.1,-0.258,4,9.013,2.152,0,1,7.45,4.99,46.16,0.79,63.18,5.85,0.229,-0.96,0.166,25.5,126.5,2.357,0,LOW
23.12,116.05,-0.245,3,3.499,4.011,3,2,9.24,60.05,217.18,5.22,100.0,46.3,0.601,-4.24,0.06,663.2,165.6,0.77,0,HIGH
31.85,234.73,0.17,1,3.601,2.469,0,0,7.12,57.91,164.43,12.18,100.0,29.6,0.621,-0.19,0.113,162.4,76.2,0.767,1,CRITICAL
20.45,254.93,-0.316,4,5.374,1.775,1,2,7.28,24.19,95.59,4.88,78.69,16.44,0.417,0.38,0.148,172.1,254.9,1.276,0,MODERATE
4.6,280.32,-0.269,1,0.428,1.095,1,0,4.43,2.35,82.86,0.23,69.49,10.65,0.129,-0.65,0.068,124.7,548.5,10.917,0,LOW
16.2,203.01,-0.48,4,2.59,0.903,2,1,4.72,82.25,229.04,8.27,100.0,51.1,0.725,-3.11,0.058,592.3,732.5,0.673,1,CRITICAL
15.88,144.88,-0.176,1,11.217,2.799,1,0,8.13,1.59,61.23,0.34,69.23,7.82,0.246,-2.33,0.063,171.1,10.5,3.277,0,LOW
28.69,348.13,0.459,1,1.571,3.578,3,3,8.89,12.87,115.5,2.5,87.96,18.29,0.36,-4.47,0.464,5.0,20.9,1.335,0,MODERATE
29.46,220.08,-0.296,2,1.223,1.735,2,2,6.93,51.08,142.6,10.82,93.1,30.03,0.607,-3.69,0.199,766.9,440.2,0.927,1,HIGH
24.07,262.28,-0.256,4,3.218,2.358,1,2,9.55,182.85,466.14,23.19,100.0,95.0,0.98,-3.66,0.206,1023.0,275.4,0.267,1,CRITICAL
34.88,124.19,0.068,5,0.875,2.998,1,3,4.4,4.43,23.66,0.42,50.5,2.15,0.322,3.6,0.223,158.6,189.7,0.922,0,HIGH
36.21,241.18,-0.13,1,2.841,0.339,2,2,8.38,56.2,190.23,9.34,100.0,40.99,0.734,-0.9,0.115,160.4,681.5,0.536,1,CRITICAL
16.75,92.81,0.78,1,0.592,1.539,0,0,5.63,25.92,106.25,5.58,79.13,15.13,0.381,0.07,0.103,5.0,304.1,2.655,0,LOW
13.39,88.23,-0.057,3,3.035,3.092,3,2,5.45,71.95,245.21,7.06,100.0,44.14,0.565,-2.91,0.194,63.1,399.4,1.668,0,MODERATE
21.23,257.3,0.117,4,3.228,2.907,1,3,5.82,198.62,337.1,38.66,100.0,60.68,0.98,-3.86,0.244,35.8,184.4,0.294,1,CRITICAL
24.05,187.7,0.33,3,1.897,0.319,2,0,7.32,20.33,65.21,2.65,69.05,8.1,0.411,-6.98,0.112,444.5,158.7,2.039,0,LOW
16.28,245.98,0.324,2,1.689,1.075,2,2,8.47,202.92,337.26,19.52,100.0,60.71,0.98,-7.06,0.12,202.9,1336.7,0.855,1,CRITICAL
68.0,97.0,0.082,3,0.986,2.888,3,2,8.3,132.93,240.0,19.18,100.0,43.2,0.98,-2.1,0.087,95.6,539.9,0.602,1,CRITICAL
43.79,215.54,-0.056,2,1.406,1.213,0,1,6.86,60.72,196.15,9.01,100.0,35.31,0.718,-0.61,0.053,723.7,180.5,0.46,1,CRITICAL
15.42,159.82,0.708,3,2.414,3.439,2,3,8.89,92.29,201.2,7.5,100.0,36.22,0.671,-4.4,0.255,290.9,3107.1,1.766,0,MODERATE
11.78,214.91,-0.035,2,0.996,0.221,0,1,11.21,130.11,312.67,19.05,100.0,56.28,0.875,-7.07,0.104,772.5,25.0,1.151,0,MODERATE
14.72,104.72,-0.155,4,5.345,0.88,3,0,7.24,105.75,243.44,18.05,100.0,56.51,0.736,-3.49,0.053,82.1,252.8,0.607,1,CRITICAL
36.54,257.56,-0.226,5,4.321,1.253,2,3,7.71,25.71,92.69,4.81,78.54,16.19,0.464,-2.8,0.253,563.8,1785.9,0.641,0,HIGH
36.99,290.13,-0.604,4,1.098,3.894,0,2,6.15,108.84,268.06,10.21,100.0,61.31,0.907,-1.03,0.107,540.3,1035.1,0.207,1,CRITICAL
44.06,93.57,0.288,3,0.359,3.365,2,1,6.64,24.45,85.01,4.96,74.15,11.35,0.576,0.07,0.062,636.8,272.0,0.964,1,HIGH
13.15,108.22,-0.822,3,0.05,3.725,1,0,10.25,131.17,347.54,13.57,100.0,78.3,0.893,0.05,0.062,476.2,563.2,0.943,1,HIGH
28.63,238.02,-0.002,1,3.178,1.906,0,3,10.27,19.17,86.67,3.3,81.22,12.67,0.466,1.19,0.421,459.4,208.1,1.559,0,LOW
13.88,250.41,-0.072,4,0.831,3.473,2,0,7.06,55.2,138.96,8.69,92.17,23.05,0.419,-2.99,0.067,529.3,293.7,1.682,0,LOW
48.87,253.48,0.784,3,0.05,3.599,1,1,8.58,76.74,197.25,15.59,100.0,35.5,0.877,-1.86,0.08,633.6,467.0,0.422,1,CRITICAL
13.42,245.77,-0.641,5,1.557,1.74,3,0,9.53,36.06,130.49,3.08,93.9,26.38,0.426,3.16,0.078,154.3,210.7,1.665,0,LOW
10.18,141.41,-0.315,2,11.445,4.177,1,3,6.52,99.3,225.39,10.61,100.0,52.49,0.634,-4.19,0.286,69.2,671.2,1.477,0,MODERATE
11.38,142.15,-0.048,4,4.098,3.59,2,2,4.63,168.68,332.07,16.37,100.0,59.77,0.98,-4.14,0.132,21.0,192.4,0.718,1,CRITICAL
22.04,91.73,-0.069,4,6.826,4.094,3,2,9.02,13.4,63.74,1.69,71.63,8.22,0.319,-1.48,0.245,90.1,103.5,1.356,0,LOW
31.62,56.46,-0.192,2,0.547,3.653,1,2,9.47,2.21,21.73,0.28,59.0,2.57,0.415,-1.2,0.091,556.4,131.9,1.756,0,LOW
30.57,249.33,-0.028,4,0.266,3.282,1,3,9.15,64.02,113.05,5.92,87.64,17.83,0.699,-4.67,0.321,1636.0,1053.3,0.762,1,CRITICAL
11.67,33.55,-0.441,5,0.05,3.97,0,3,6.68,59.92,156.13,9.11,96.98,34.45,0.459,0.87,0.238,154.0,631.8,1.656,0,LOW
17.83,337.61,0.125,5,10.906,1.821,3,2,10.85,27.14,96.53,2.61,85.42,14.84,0.379,-4.04,0.072,176.7,1030.8,1.5,0,LOW
16.54,297.61,-0.813,4,1.249,3.312,3,2,8.13,100.05,229.15,9.05,100.0,53.25,0.801,1.44,0.228,139.6,1198.0,0.6,1,CRITICAL
10.68,308.7,-0.009,1,2.153,0.973,1,1,4.98,113.72,288.49,9.63,100.0,51.93,0.727,0.62,0.103,224.2,5.4,1.403,1,HIGH
16.32,326.4,-0.21,5,1.756,3.104,1,1,3.99,26.22,122.9,5.51,81.51,21.18,0.371,-1.1,0.09,182.0,96.3,1.509,0,LOW
43.11,147.1,0.356,4,4.589,3.32,3,2,6.85,74.53,189.8,10.1,100.0,34.16,0.742,-2.68,0.239,322.6,223.6,0.217,1,CRITICAL
9.8,304.81,0.614,2,1.299,3.038,2,2,7.99,66.77,179.86,7.99,100.0,32.38,0.53,-4.48,0.274,89.9,105.5,3.033,0,MODERATE
24.91,56.9,-0.116,2,2.683,3.584,2,3,6.87,27.27,113.42,4.02,83.65,20.35,0.415,-1.57,0.248,144.4,25.2,1.528,0,LOW
43.62,7.79,0.487,1,18.977,1.795,2,0,11.89,226.11,663.87,23.08,100.0,95.0,0.98,-3.02,0.052,144.2,1186.2,0.512,1,CRITICAL
42.48,282.56,-0.111,1,2.055,2.334,2,2,8.39,27.64,62.2,3.78,70.0,11.15,0.536,-3.46,0.053,107.4,989.2,1.079,1,HIGH
50.02,26.93,-0.338,4,2.805,0.144,3,2,5.36,62.94,142.96,6.71,90.39,30.81,0.831,1.21,0.125,448.2,95.0,0.219,1,CRITICAL
26.19,355.87,0.611,2,2.444,0.699,3,2,2.51,31.09,140.2,3.81,84.37,21.29,0.447,0.74,0.203,217.6,304.1,1.408,0,LOW
28.22,242.93,0.182,1,5.689,2.741,3,0,8.02,0.77,58.97,0.16,68.3,7.25,0.198,-1.48,0.217,229.9,1713.3,1.834,0,LOW
16.49,271.24,0.002,3,1.086,2.406,3,2,9.68,6.25,72.04,0.63,75.47,9.79,0.268,0.67,0.235,77.3,402.0,2.901,0,LOW
9.66,88.49,0.241,3,0.654,0.909,0,1,11.6,17.18,97.54,2.51,87.09,15.29,0.326,-3.83,0.182,154.4,350.2,4.496,0,LOW
20.43,242.59,0.096,2,4.91,1.098,0,2,7.05,108.69,264.62,18.75,100.0,47.63,0.752,-3.63,0.215,118.3,248.6,0.769,0,HIGH
38.82,15.56,-0.024,1,1.88,1.511,3,2,11.29,37.93,102.87,7.91,88.24,16.34,0.568,3.58,0.197,667.3,61.1,0.963,0,HIGH
4.54,301.62,-0.464,2,8.576,3.037,0,1,4.51,57.74,118.24,12.08,80.95,24.16,0.491,0.63,0.197,10.8,54.7,8.439,0,LOW
16.92,61.06,-0.095,4,3.616,2.6,2,2,6.74,187.19,536.27,21.46,100.0,95.0,0.98,-3.7,0.082,53.9,937.5,0.357,1,CRITICAL
29.65,251.05,0.218,1,2.908,0.385,3,3,5.27,10.34,46.37,2.19,59.32,4.95,0.372,-1.23,0.24,302.5,124.7,1.863,0,LOW
